title,body,date
Excellent,Really quick checking-in and lovely comfortable beds,"Date of experience: September 12, 2016"
Very good value and excellent location,"Hotel was clean and comfortable and staff were helpfull. The location, beside a canal and near the central station, but away from traffic, is excellent. Though there is no dining room, the service and the food in Molly Malones bar next door makes one want to go back.Mark","Date of experience: September 12, 2016"
Great,The best vacation ever,"Date of experience: September 12, 2016"
Great hotel,Nice hotel with friendly staff. Hotel is  very centrally located with every day live salsa music! We really enjoyed staying there.,"Date of experience: September 11, 2016"
EXCELLENT HOTEL,Helpful staff - great room - excellent stay.,"Date of experience: September 11, 2016"
Would have liked feedback,"The hotel booking itself went fine. The conformation email, however, said that the booking may not reflect on the hotel's reservation system, yet I did not receive anything after that... just hoped the booking will be in their system when I arrive (luckily it did).","Date of experience: September 11, 2016"
travel lodge had no air conditioning,Travel lodge we stayed at could do with a little updating ie air conditioning,"Date of experience: September 11, 2016"
superior room is standard queen,Nothing special for this price,"Date of experience: September 11, 2016"
Poor,"Wifi costly toom cleanliness and service poor, front desk staff ok","Date of experience: September 11, 2016"
Good in parts.,"Accommodation was fine - clean and comfortable. Food in restaurant was acceptable / average. Telephone service was really bad .After a frustrating and wasted 30 minutes I gave up trying to communicate.  I managed to get through to a receptionist who put me through to the wrong department;  that department didn't sound as though they knew what they were doing, offered to pass me on to someone else and that never answered - just awful jingly music.  I tried repeatedly from scratch, was met by interminable menus and no one answering. In all a waste of time and considerable expense in phone calls with no outcome.  A pity because when we arrived we had quite a good experience.  Several waiters and waitresses in the bar were most helpful.","Date of experience: September 11, 2016"
Amazing!!!!,"4 days in a paradise.all is good. a special structure, very cool with person very nice and ready to help you in every moment.3 restaurant for a dinner every night different.","Date of experience: September 11, 2016"
Always stay here because it is near where I conduct my business,Basic hotel but could do with upgradingThe restaurant and opening a lounge bar to relax in the evening with a beer and snack.,"Date of experience: September 11, 2016"
Worst Hotel room in ten years,"I booked two single rooms and paid 780 pounds for two nights. The room was so small i could open the mini bar door, because it hit the bottom of the bed, bedside side lamp never worked. And i came back to my room at 3pm on the second day, to find the bed had not been made up.To charge 195 pounds per night for this room this small and tatty is a disgrace. Back the the George Hotel in future.","Date of experience: September 10, 2016"
