title,body,date
Enjoyed the hotel a lot.,Enjoyed the hotel a lot.  Staff throughout the hotel were super friendly!,"Date of experience: August 18, 2018"
Great service,No body text,"Date of experience: August 18, 2018"
Moderate Motel,"A ‘basic’, clean, safe, affordable motel with a fridge & microwave; no coffee maker. There is a small pool on the backside of the motel. Being about two miles from I-10, the noise level is minimal. Need a place to eat - there are 5/6 fast food as well as several restaurants between I-10 & the motel. A Walgreens is across the street, and a Walmart is 1/2 a mile away. The only thing missing; hair products - take your blow dryer too.","Date of experience: August 18, 2018"
Outstanding customer service,Outstanding customer service. Very nice hotel.,"Date of experience: August 17, 2018"
I had a great experience,"I had a great experience. Hotel was good, nice and clean. Reservation process was easy.","Date of experience: August 17, 2018"
Like being home,First thing the manager an staff are great very nice an polite always  very friendly an a very good looking staff I must say.rooms are very clean an comfortable feels like home.great free breakfast really nice outside pool just a great hotel couldn't ask for anything more I wish all hotels I stay in were this nice.the company I work for also uses there shuttle service an there drivers are really knowledgeable of the area an things to due just some good guys recommend it to anyone very nice place.,"Date of experience: August 17, 2018"
Great weekend getaway!,"It was a great experience staying in your hotel. I spent a relaxing weekend with my family. Espacios room, nice amenities and excellent service.","Date of experience: August 16, 2018"
Reciew #2,I have already written a glowing review of Woodcield Inn`and their entire friendly and attentive staff.  Review #2,"Date of experience: August 16, 2018"
Excellent way to book a hotel in a city…,Excellent way to book a hotel in a city you haven’t visited previously.  The Sandia Resort & Casino was wonderful!,"Date of experience: August 16, 2018"
Should have a 24 hour cancellation…,"Should have a 24 hour cancellation policy because your prices are way more than other sites.  Now that I’ve done more research, I’ll never use this site again!","Date of experience: August 16, 2018"
Always look forward to staying here,Always look forward to staying here. This will be A first grandma and granddaughter trip for us and I'm looking forward to treating her like a princess.,"Date of experience: August 16, 2018"
Always...,"Always...Helpful, pleasant staffClean rooms and facilityFacility Well maintanedSafe parkingShuttle to airport speedy and available at most hours.","Date of experience: August 13, 2018"
This is my second stay at this hotel,This is my second stay at this hotel. Rooms are clean and I like the location. I will definitely stay here again...,"Date of experience: August 11, 2018"
This motel is value for money but…,This motel is value for money but rather tired looking. Needs some renovations,"Date of experience: August 10, 2018"
Was a great convenient place to stay,No body text,"Date of experience: August 09, 2018"
Great hotel located on the Airport Mesa…,"Great hotel located on the Airport Mesa in Sedona, Arizona. Price was good. Clean rooms. Very friendly staff. A comp breakfast would be a nice added touch in the future.","Date of experience: August 09, 2018"
Bed was comfy,Bed was comfy. Price was reasonable. Room was clean however lobby and elevator had dirt on floor probably because of workers staying in hotel,"Date of experience: August 09, 2018"
Very helpful and an easy reservation…,Very helpful and an easy reservation process,"Date of experience: August 09, 2018"
there was no curtain in the shower,"there was no curtain in the shower, the ceiling had flecks of light that stayed on.  the wifi would not work on my phone even though it said connected. the price per night would have been cheaper if I called the hotel directly.","Date of experience: August 09, 2018"
Easy,Easy SimpleGood offers,"Date of experience: August 09, 2018"
Good-no problem,No body text,"Date of experience: August 08, 2018"
Very nice accomadations and good food.,No body text,"Date of experience: August 08, 2018"
Our stay at the Hampton INN  in Macomb,"Our stay at the Hampton INN  in Macomb, IL. was very nice. Staff, room, and amenities are excellent.","Date of experience: August 08, 2018"
My recent stay at your hotel was…,"My recent stay at your hotel was enjoyable.  The hotel was clean, located perfect for my stay and  the staff was efficient, friendly and helpful.","Date of experience: August 08, 2018"
an unforgettable weekend in Valparaiso,"Hotel located in a typical neighborhood of Valparaiso, an incredible view, good services and a very dedicated staff and good treatment.Very good neighborhood to walk at any time with wonderful landscapes, it was an unforgettable experience","Date of experience: August 08, 2018"
